occurrence_id	work	language	match	short_context	ai_decision	confidence	reason_code	review_note
stael-corinne-5793a277d7a16c1b	stael-corinne	fr	je vous aime encore	«S'il ne fallait pour vous voir que vous pardonner, je ne m'y serais pas un instant refusée. Je ne sais pourquoi je n'ai point de ressentiment contre vous, bien que la douleur que vous m'avez causée me fasse frissonner d'effroi. Il faut que je vous aime encore, pour n'avoir aucun mouvement de haine; la religion seule ne suffirait pas pour me désarmer ainsi. J'ai eu des moments où ma raison était altérée; d'autres, et c'étaient les plus doux, où j'ai cru mourir avant la fin du jour, par le serrement de coeur qui m'oppressait; d'autres enfin où j'ai douté de tout, même de la vertu: vous étiez pour moi son image ici-bas, et je n'avais plus de guide pour mes pensées comme pour mes sentiments, quand le même coup frappait en moi l'admiration et l'amour.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	« Il faut que je vous aime encore » explicitly uses first-person singular « aime » with « vous » as the direct target of love.
stael-corinne-78c12f40873c8d04	stael-corinne	fr	je t'aime	rrivera quelque grand malheur?» Comme elle prononçait ces mots, elle entendit partir trois coups de canon d'une des îles de la lagune. Corinne tressaillit à ce bruit, et demanda à ses gondoliers quelle en était la cause. _C'est une religieuse qui prend le voile_, répondirent-ils, _dans un de ces couvents au milieu de la mer. L'usage est chez nous qu'à l'instant où les femmes prononcent les voeux religieux, elles jettent derrière elles un bouquet de fleurs qu'elles portaient pendant la cérémonie. C'est le signe du renoncement au monde; et les coups de canon que vous venez d'entendre annonçaient ce moment comme nous sommes entrés dans Venise._ Ces paroles firent frissonner Corinne. Oswald sentit ses mains froides dans les siennes, et une pâleur mortelle couvrait son visage. «Chère amie, lui dit-il, comment recevez-vous une si vive impression du hasard le plus simple?--Non, dit Corinne, cela n'est pas simple; croyez-moi, les fleurs de la vie sont pour toujours jetées derrière moi.--Quand je t'aime plus que jamais, interrompit Oswald, quand toute mon âme est à toi...--Ces foudres de la guerre, continua Corinne, dont le bruit annonce ailleurs ou la victoire ou la mort, sont ici consacrées à célébrer l'obscur sacrifice d'une jeune fille. C'est un innocent emploi de ces armes terribles qui bouleversent le monde. C'est un avis solennel qu'une femme résignée donne aux femmes qui luttent encore contre le destin.»	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	« Quand je t'aime plus que jamais » explicitly realizes aimer with first-person singular experiencer « je » and second-person object/target « t' ».
stael-corinne-862bf46287163d7f	stael-corinne	fr	je vous aime	'inépuisable bonté paternelle. Corinne, en débarquant, un papier public m'annonça que mon père n'était plus! Vingt mois se sont passés depuis ce moment, et il est toujours devant moi comme un fantôme qui me poursuit. Les lettres qui formaient ces mots: _Lord Nelvil vient de mourir_, ces lettres étaient flamboyantes; le feu du volcan qui est là devant nous est moins effrayant qu'elles. Ce n'est pas tout encore; j'appris qu'il était mort profondément affligé de mon séjour en France, craignant que je ne renonçasse à la carrière militaire, que je n'épousasse une femme dont il pensait peu de bien, et que, me fixant dans un pays en guerre avec le mien, je ne me perdisse entièrement de réputation en Angleterre! Qui sait si ces douloureuses pensées n'ont pas abrégé ses jours! Corinne, Corinne, ne suis-je pas un assassin, ne le suis-je pas? dites-le-moi.--Non, s'écria-t-elle, non, vous n'êtes que malheureux; c'est la bonté, c'est la générosité qui vous ont entraîné. Je vous respecte autant que je vous aime: jugez-vous dans mon coeur; prenez-le pour votre conscience. La douleur vous égare: croyez celle qui vous chérit. Ah! l'amour, tel que je le sens, n'est point une illusion: c'est parce que vous êtes le meilleur, le plus sensible des hommes, que je vous admire et vous adore.--Corinne, lui dit Oswald, cet hommage ne m'est pas dû; mais il se peut cependant que je ne sois pas si coupable. Mon père m'a pardonné avant de mourir; j'ai trouvé dans un dernier écrit de lui, qui m'était adressé, de douces paroles. Une lettre de moi lui était parvenue, qui m'avait un peu justifié; mais le mal était fait, et la douleur qui venait de moi avait déchiré son coeur.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	In « Je vous respecte autant que je vous aime », first-person « je » is the experiencer of aimer and second-person « vous » is its direct target.
stael-corinne-b2623292ecb28893	stael-corinne	fr	je vous aime	Ces paroles, cet accent, remuèrent profondément l'âme d'Oswald, et il se rassit à quelque distance de Corinne, la tête appuyée contre un vase d'albâtre qui éclairait sa chambre; puis tout à coup il lui dit: «Cruelle femme! vous voyez que je vous aime, vous voyez que vingt fois par jour je suis prêt à vous offrir et ma main et ma vie, et vous ne voulez pas m'apprendre qui vous êtes! Dites-le-moi, Corinne, dites-le-moi, répétait-il en lui tendant la main avec la plus touchante expression de sensibilité.--Oswald, s'écria Corinne, Oswald, vous ne savez pas le mal que vous me faites. Si j'étais assez insensée pour vous tout dire, si je l'étais, vous ne m'aimeriez plus.--Grand Dieu! reprit-il, qu'avez-vous donc à révéler?--Rien qui me rende indigne de vous; mais des hasards, mais des différences entre nos goûts, nos opinions, qui jadis ont existé, qui n'existeraient plus. N'exigez pas de moi que je me fasse connaître à vous; un jour peut-être, un jour, si vous m'aimez assez, si... Ah! je ne sais ce que je dis, continua Corinne; vous saurez tout, mais ne m'abandonnez pas avant de m'entendre. Promettez-le-moi, au nom de votre père qui réside dans le ciel.--Ne prononcez pas ce nom! s'écria lord Nelvil; savez-vous s'il nous réunit ou s'il n	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	In «vous voyez que je vous aime», Oswald is the first-person singular experiencer and «vous» directly denotes Corinne as the loved second-person target.
stael-corinne-e565b0348bdf4b38	stael-corinne	fr	je vous aime	e informée de son état, qui s'était amélioré: «Vous vous trompez, milord; je ne fais rien, en venant vous voir, que la plupart des femmes de Rome n'eussent fait à ma place. Je vous ai su malade, vous êtes étranger ici, vous n'y connaissez que moi, c'est à moi de vous soigner. Les convenances établies sont très-respectables quand il ne faut leur sacrifier que soi; mais ne doivent-elles pas céder aux sentiments vrais et profonds que fait naître le danger ou la douleur d'un ami? Quel serait donc le sort d'une femme si ces mêmes convenances sociales, en permettant d'aimer, défendaient seulement le mouvement irrésistible qui fait voler au secours de ce qu'on aime? Mais, je vous le répète, milord, ne craignez point qu'en venant ici je me sois compromise. J'ai, par mon âge et mes talents, à Rome, la liberté d'une femme mariée. Je ne cache point à mes amis que je suis venue chez vous, je ne sais s'ils me blâment de vous aimer, mais sûrement ils ne me blâmeront pas d'être dévouée à vous, quand je vous aime.»	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French «je vous aime» explicitly realizes aimer with first-person singular experiencer «je» and second-person target «vous».
stael-corinne-e62ac46f822afd63	stael-corinne	fr	je vous aime	ui s'était passé dans le jardin, mais, à l'aspect de ce tableau, le tombeau de son père et les montagnes d'Écosse se retracèrent à sa pensée, et ses yeux se remplirent de larmes, Corinne prit sa harpe et, devant ce tableau, elle se mit à chanter les romances écossaises dont les simples notes semblent accompagner le bruit du vent qui gémit dans les vallées. Elle chanta les adieux d'un guerrier en quittant sa patrie et sa maîtresse, et ce mot jamais (_no more_), un des plus harmonieux et des plus sensibles de la langue anglaise, Corinne le prononçait avec l'expression la plus touchante. Oswald ne résista point à l'émotion qui l'oppressait, et l'un et l'autre s'abandonnèrent sans contrainte à leurs larmes. «Ah! s'écria lord Nelvil, cette patrie, qui est la mienne, ne dit-elle rien à ton coeur? Me suivrais-tu dans ces retraites peuplées par mes souvenirs? Serais-tu la digne compagne de ma vie, comme tu en es le charme et l'enchantement?--Je le crois, répondit Corinne, je le crois, puisque je vous aime.--Au nom de l'amour et de la pitié, ne me cachez plus rien, dit Oswald.--Vous le voulez, interrompit Corinne; j'y souscris. Ma promesse est donnée; je n'y mets qu'une condition, c'est que vous ne me demanderez pas de l'accomplir avant l'époque prochaine de nos solennités religieuses. Au moment où je vais décider de mon sort, l'appui du ciel ne m'est-il pas plus que jamais nécessaire?--Va, s'écria lord Nelvil, si ce sort dépend de moi, Corinne, il n'est plus douteux.--Vous le croyez, reprit-elle; je n'ai pas la même confiance; mais enfin, je vous en conjure, ayez pour ma faiblesse la condescendance que je désire.» Oswald soupira, sans accorder ni refuser le délai demandé. «Partons maintenant, dit Corinne, et retournons à la ville. Comment vous rien taire dans cette solitude! et si ce que j'ai à vous dire devait vous détacher de moi, faudrait-il que sitôt... Partons. Oswald, vous reviendrez ici, quoi qu'il arrive, mes cendres y reposeront.» Oswald, attendri, troublé, obéit à Corinne. Il	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Corinne's «je vous aime» explicitly uses first-person singular «je» as experiencer and second-person «vous» as the direct target of aimer in the love sense.
stael-corinne-f1c617850c7c64aa	stael-corinne	fr	je vous aime	En achevant ces mots, les yeux de Corinne se remplirent de larmes; un sentiment cruel, un soupçon pénible s'empara du coeur d'Oswald. «Corinne, s'écria-t-il, Corinne! votre âme délicate n'a-t-elle rien à se reprocher? Si je pouvais disposer de moi, si je pouvais m'offrir à vous, n'aurais-je point de rivaux dans le passé? pourrais-je être fier de mon choix? une jalousie cruelle ne troublerait-elle pas mon bonheur?--Je suis libre, et je vous aime comme je n'ai jamais aimé, répondit Corinne; que voulez-vous de plus? Faut-il me condamner à vous avouer qu'avant de vous avoir connu, mon imagination a pu me tromper sur l'intérêt qu'on m'inspirait! et n'y a-t-il pas dans le coeur de l'homme une pitié divine pour les erreurs que le sentiment, ou du moins l'illusion du sentiment, aurait fait commettre!» En achevant ces mots, une rougeur modeste couvrit son visage. Oswald tressaillit, mais il se tut. Il y avait dans le regard de Corinne une expression de repentir et de timidité qui ne lui permit pas de la juger avec rigueur, et il lui sembla qu'un rayon du ciel descendait sur elle pour l'absoudre. Il prit sa main, la serra contre son coeur, et se mit à genoux devant elle, sans rien prononcer, sans rien promettre, mais en la contemplant avec un regard d'amour qui laissait tout espérer.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Corinne explicitly says «je vous aime» to Oswald; first-person «je» is the experiencer and second-person «vous» is the direct target of aimer in its love sense.
stendhal-le-rouge-et-le-noir-03b3f49c1d307939	stendhal-le-rouge-et-le-noir	fr	je vous aime	--Sortez à l'instant du café, ou je ne vous aime plus; et cependant, je vous aime bien.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French « je vous aime bien » explicitly realizes first-person singular aimer with second-person vous as the loved target.
stendhal-le-rouge-et-le-noir-08929319066ffa4b	stendhal-le-rouge-et-le-noir	fr	Je ne vous aime plus	--Je le sais, que vous importe? Si vous manquez d'honneur, vous pouvez me perdre, ou du moins le tenter; mais ce danger, que je ne crois pas réel, ne m'empêchera certainement pas d'être sincère. Je ne vous aime plus, monsieur, mon imagination folle m'a trompée...	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French « Je ne vous aime plus » explicitly realizes a first-person singular experiencer no longer loving the second-person addressee/target.
stendhal-le-rouge-et-le-noir-18c467d378bda03b	stendhal-le-rouge-et-le-noir	fr	je t'aime	--Je ne me fais plus aucune illusion, lui disait-elle, même dans les moments où elle osait se livrer à tout son amour: je suis damnée, irrésistiblement damnée. Tu es jeune, tu as cédé à mes séductions, le ciel peut te pardonner mais moi je suis damnée. Je le connais à un signe certain. J'ai peur: qui n'aurait pas peur devant la vue de l'enfer? Mais au fond, je ne me repens point. Je commettrais de nouveau ma faute si elle était à commettre. Que le ciel seulement ne me punisse pas dès ce monde, et dans mes enfants, et j'aurai plus que je ne mérite. Mais toi, du moins, mon Julien, s'écriait-elle dans d'autres moments, es-tu heureux? Trouves-tu que je t'aime assez?	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	In « Trouves-tu que je t'aime assez ? », « je » is the first-person experiencer and clitic « t' » is the second-person target of « aimer » in its love sense.
stendhal-le-rouge-et-le-noir-3b3ce51fe2c1c280	stendhal-le-rouge-et-le-noir	fr	je vous ai assez aimée	--Après quatorze mois de malheur, je ne vous quitterai certainement pas sans vous avoir parlé. Je veux savoir tout ce que vous avez fait. Ah! je vous ai assez aimée pour mériter cette confidence... Je veux tout savoir.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French « je vous ai assez aimée » explicitly realizes aimer with first-person singular experiencer « je » and second-person target « vous ».
stendhal-le-rouge-et-le-noir-c1a7b480d862dce2	stendhal-le-rouge-et-le-noir	fr	je vous aime	Je vous estime, et j'oserais ajouter, quoique vous voyant pour la première fois, je vous aime. Voulez-vous être mon secrétaire, avec huit mille francs d'appointements ou bien avec le double? J'y gagnerai encore, je vous jure; et je fais mon affaire de vous conserver votre belle cure, pour le jour où nous ne nous conviendrons plus.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The explicit French clause « je vous aime » realizes first-person singular experiencer « je » loving the second-person target « vous ».
stendhal-le-rouge-et-le-noir-e77cc1cde2107c64	stendhal-le-rouge-et-le-noir	fr	je ne vous aime plus	--Sortez à l'instant du café, ou je ne vous aime plus; et cependant, je vous aime bien.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The French clause explicitly realizes first-person experiencer « je », second-person target « vous », and cessative negated LOVE: « je ne vous aime plus ».
strindberg-froken-julie-1492b64f21186bd3	strindberg-froken-julie	sv	jag älskar dig	"Tror ni inte att jag kan se blod! Tror ni att jag är så svag --- åh - jag skulle vilja se ditt blod, din hjärna på en träkubbe - jag skulle vilja se hela ditt kön simma i en sjö som den där --- jag tror jag skulle kunna dricka ur din huvudskål, jag skulle vilja bada mina fötter i din bröstkorg och jag skulle kunna äta ditt hjärta helstekt! -Du tror att jag är svag; du tror att jag älskar dig, därför att min livsfrukt åtrådde ditt frö; du tror att jag vill bära din avföda under mitt hjärta och nära den med mitt blod - föda ditt barn och ta ditt namn -hör du, vad heter du? -jag har aldrig hört ditt tillnamn - du har väl inget kan jag tro. Jag skulle bli fru ""grindstugan"" - eller madam Bobacken - du hund som bär mitt halsband, du dräng som bär mitt bomärke i dina knappar - jag dela med min köksa, rivalisera med min piga - åh! åh! åh! - Du tror att jag är feg och vill fly! Nej, nu stannar jag - och så må åskan gå! Min far kommer hem - finner sin chiffonjé uppbruten - sina pengar borta - så ringer han - på den där klockan - två tag efter betjänten - och så skickar han efter länsman - och så talar jag om allt! Allt! åh det skall bli skönt att få ett slut - bara det ville bli slut - och så får han slag och dör! - så bli vi slut allihop - och så blir det lugn - ro - evig vila - och så krossas vapnet mot likkistan - grevesläkten är slocknad och betjäntätten fortsätter på ett barnh"	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The embedded clause “att jag älskar dig” explicitly realizes Swedish LOVE with first-person singular experiencer “jag” and second-person target “dig”; embedding under “du tror” does not invalidate membership.
strindberg-froken-julie-f75e1e15f1a3e50c	strindberg-froken-julie	sv	Jag älskar er	Jag vill - men jag törs inte! Inte här i huset mer! Jag älskar er - utan tvivel - kan ni tveka på det?	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Swedish “Jag älskar er” explicitly realizes first-person singular experiencer jag (‘I’) loving second-person target er (‘you’).
undset-kristin-lavransdatter-0b1f0b873e3287c7	undset-kristin-lavransdatter	no	Jeg har elsket dig	omhænget skygget for ham, faldt like paa hendes aasyn. Det var saa blekt og stille; den fulde bløte mund var blit smal og fast lukket, hun sat med nedslagne øine og spandt. Hun kunde ikke se at han laa vaaken og stirret paa hende i skyggen av sen getjeldet. Hun syntes saa ut-bedrøvet, at Simon kjendte det som hjertet blødde i ham, mens han laa og saa paa hende. Hun reiste sig, var borte og stelte med varmen. Saa lydløst. Da hun kom tilbake, tittet hun ind bak senge tjeldet — møtte hans aapne øine fra mørket. «Hvordan er det med dig nu, Simon,» spurte hun bløtt. «Godt — er det med mig nu.» Men han syntes han kjendte, at det var ømt opunder den venstre armen ogsaa nu — og opunder haken, naar han rørte nodet. Aanei, det var vel bare noget han trodde —. — Aa, hun vilde vist aldrig synes hun hadde tapt noget, da hun vraket hans kjærlighet — for den saks skyld kunde han godt si hende om den. Det kunde umulig gjøre hende mere tungsindig. Han vilde si hen de det, før han døde —en eneste gang: Jeg har elsket dig i alle disse aarene —. Feberen øket paa igjen. Og det gjorde vondt i den venstre armen —. «Du maa friste om du kan sove igjen, Simon. Kan hænde du nu fort bedres,» sa hun sagte. «Jeg har sovet meget mat —». Han gav sig til at tale om sine børn igjen — de tre som han hadde og holdt saa inderlig av — og det ufødte. Saa tagnet han — smerterne kom igjen saa haardt. «Læg dig litt nu, du Kristin. Jon kan vel sitte oppe en stund, hvis du mener det trænges, at nogen vaaker.» Om morgenen, da hun løste bindet, saa Simon rolig op i hendes fortvilede ansigt: «Aanei, Kristin, der var for meget verk og urenhet i armen alt — frosset hadde jeg og, før jeg kom mellem hænderne dine. Jeg sa det nok, mig kan du ikke grøde. Vær nu ikke saa sorg fuld for dette, Kristin!» «Du skulde ikke reist hele den lange veien,» sa hun svakt. «Ingen mand lever længer end han er laget til,» svarte Simon som før. «Jeg vilde nu hjem —. Der er ett og andet at tale om — hvordan det skal ordnes efter mig.» Han lo litt: «Alle	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Norwegian «Jeg har elsket dig» explicitly realizes first-person singular experiencer ‘I’ loving second-person target ‘you’.
undset-kristin-lavransdatter-474c248d414ae19a	undset-kristin-lavransdatter	no	jeg elsker dig	e, stængte ansigt med de store mørkegraa øine egget og hidset ham like meget som det runde, rosenrøde barneaasyn hadde egget og hidset hans urolige sind ved sin underlige ro. Han gik bort og tok hendes haand: «For mig, Kristin, blir du alle dager den vakreste av alle kvinder, og den kjæreste —» Hun lot ham holde haanden, men gjengjældte ikke trykket. Og han slængte den fra sig; hidsigheten tok vold over ham igjen: «Glemt, sier du jeg har. Det er vel ikke altid den største synden det — at glemme. Jeg har aldrig tedd mig som nogen from mand, men jeg mindes det som jeg lærte av Sira Jon da jeg var barn, og Guds tjenere har mindet mig om det siden. Synd er det at ruge og mindes de synder vi har skriftet for presten og bøtet for Gud og faat hans forlatelse for av prestens haand og mund. Og ikke er det av fromhet, Kristin, at du altid river op disse gamle synderne vore, men du vil holde kniven imot mig, hvergang jeg gjør dig imot —» Han gik fra hende og kom tilbake: «Herskesyk —. Gud vet at jeg elsker dig, Kristin — endda jeg ser at du er herskesyk, og aldrig har du til— git mig at jeg gjorde uret mot dig og lokket dig til uret. Jeg har taalt meget av dig, Kristin, men jeg vil ikke mere taale at jeg aldrig skal faa fred for disse gamle ulykkerne og ikke at du taler til mig som jeg var trællen din —» Kristin skalv av sindsoprør, da hun svarte: «Ikke har jeg talt til dig som du var en træl. Har du en gang hørt mig tale haardt eller heftig til noget menneske som kunde regnes for min mindremand — om det end var det udueligste og daarligste blandt vore tjenestehjon — jeg vet mig fri for Gud i den synd at ha krænket hans fattige i ord eller daad. Men du skulde være min herre, dig skulde jeg lyde og hædre, bøie mig for og støtte mig til næst Gud — efter Guds lov, Erlend! Og har jeg tapt taalmodigheten og har jeg talt til dig slik som det ikke sømmer sig en hustru at tale til bonden sin — saa har det vel været fordi du gjorde det vanskelig for mig mangen gang at bøie min uforstand under dit be	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	“Jeg elsker dig” explicitly realizes first-person singular experiencer ‘I’ loving the second-person target ‘you’ (Kristin).
undset-kristin-lavransdatter-85c5da838a1e222d	undset-kristin-lavransdatter	no	jeg elsket dig	er, Kri stin — jeg var aldrig glad eller let om hjertet der, ikke da jeg var barn og ikke siden. Helvede var det mens jeg hadde Eline hos mig der, og aldrig var du og jeg rigtig hjerteglade sammen der —. Endda Gud den almægtige vet at jeg har holdt av dig hver dag og hver stund jeg har kjendt dig. Forgjort tror jeg den gaar den var — mor pintes tildøde der, og far min var en uglad mand altid. Her er godt at være, Kristin — bare du vil være hos mig. Kristin — saasandt Gud er død for os paa korset, jeg har dig saa kjær idag som den kvelden du sov indunder kappen min — natten eiter Margretmessedagen — jeg sat og saa paa tfig, saa skjær og frisk og ung og übrutt en blomst du var!» Kristin svarte sagte: «Mindes du, Erlend, den natten bad du til at jeg skulde aldrig maatte graate en taare for din skyld —» «ja _ og det vet Gud og alle hellige mænd i Him merike, jeg mente det! Det er sandt at det kom ander ledes — det maatte det vel — det gaar vel slik altid, mens en lever i denne heimen. Men jeg elsket dig, naar jeg handlet ilde med dig og naar jeg handlet vel mot dig. Bli her, Kristin —!» «Har du aldrig tænkt paa det,» spurte hun stilt som før. «At det turde være vanskelig for dine sønner, der blir talt slik om far deres, som du sier. Rømme tilfjelds fra bygdesnakket alle syv kan de nu ikke —» Erlend saa ned: «De er unge,» sa han; «vakre og djerve drenger — De finder nok raad for sig —. Vi, Kristin, vi har ikke saa mange aarene tilbake, før vi blir gamle folk — vil du øde den tiden du endda er skjøn og frisk og skapt til at glæde dig ved livet. Kristin —?» Hun slog sine øine ned for det viltre glimt i hans øine. Litt efter sa hun: «Har du glemt, Erlend, de to av sønnerne vore er smaa børn endda? Hvad tykkes dig jeg var værd om jeg gik fra Lavrans og1 Munan —» «Du faar ta dem med hitop da — hvis ikke Lavrans heller vil bli igjen hos brødrene sine. Liten gut er han da ikke heller. — Er Munan like vakker endda?» spurte faren smilende. «Ja,» sa moren, «han er et fagert barn.» Siden sat de	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Norwegian «jeg elsket dig» explicitly realizes first-person singular love with the second-person object «dig».
undset-kristin-lavransdatter-c040d12637cd30e0	undset-kristin-lavransdatter	no	jeg elsket dig	eien til datter hans, skulde finde ham med sverdet i haand. Uhæderlig nok var den maaten, vi hadde stelt os med Dyfrinsfolket paa, men hadde Er lend lokket dig til at rende paa veiene med ham i mørke, og det mens du var i et nonnekloster, saa tok han det for et fuldgodt tegn paa at slik en husbond var du bedre tjent med at miste.» Kristin knuget hænderne sammen i sit fang — far ven kom og gik i hendes ansigt. Moren la en arm om hendes liv — men Kristin vred sig fra hende og skrek, ute av sig av sindsoprør: «La mig være, mor! Skal I kjende efter om jeg er blit tykkere i midjen kanhænde —» Næste øieblik stod hun op og holdt sin haand mot kindet — forvirret saa hun ned i morens gnistrende aasyn. Ingen hadde slaat hende siden hun var litet barn. «Sæt dig,» sa Ragnfrid. «Sæt dig,» tok hun op saa datteren lystret. Moren sat taus en stund, da hun talte, var hendes røst usikker: «Jeg har nok set det, Kristin, meget har du aldrig holdt av mig. Jeg tænkte, kanhænde var det for du trodde at ikke jeg elsket dig saa meget — ikke slik som far din elsker dig. Jeg lot det staa hen — jeg tænkte, nåar den tid kom at du selv har født barn, saa vil du vel skjønne —. Jeg gav dig die endda, da var det alt slik, at nåar Lavrans kom nær os to, da slåp du brystet mit av munden og rakte mot ham og lo saa melken min randt over læberne dine. Lavrans syntes dette var morro — og Gud vet jeg undte ham det; jeg undte dig det og at din far lekte og 10, hvergang han saa dig. Jeg syntes selv det var synd for dig, du vesle livet, at jeg ikke kunde la være med al den graaten. Jeg tænkte mere paa om jeg skulde miste dig og, end jeg glædet mig for jeg hadde dig. Men det vet Gud og jomfru Maria, at jeg elsket dig nok ikke mindre end Lavrans gjorde.» Taarerne randt nedover Ragnfrids kinder, men hen des ansigt var ganske rolig og hendes stemme ogsaa: «Gud vet jeg bar aldrig nag til ham eller til dig for det venskap som var mellem dere. Jeg tænkte, jeg hadde ikke git ham for megen glæde i de aarene vi hadde levet sammen,	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Ragnfrid’s quoted “jeg elsket dig” explicitly uses first-person singular as the experiencer and second-person “dig” as the loved target; the surrounding negation/comparison does not affect membership.
undset-kristin-lavransdatter-c0bed71c8c4081a9	undset-kristin-lavransdatter	no	jeg elsket dig	trende aasyn. Ingen hadde slaat hende siden hun var litet barn. «Sæt dig,» sa Ragnfrid. «Sæt dig,» tok hun op saa datteren lystret. Moren sat taus en stund, da hun talte, var hendes røst usikker: «Jeg har nok set det, Kristin, meget har du aldrig holdt av mig. Jeg tænkte, kanhænde var det for du trodde at ikke jeg elsket dig saa meget — ikke slik som far din elsker dig. Jeg lot det staa hen — jeg tænkte, nåar den tid kom at du selv har født barn, saa vil du vel skjønne —. Jeg gav dig die endda, da var det alt slik, at nåar Lavrans kom nær os to, da slåp du brystet mit av munden og rakte mot ham og lo saa melken min randt over læberne dine. Lavrans syntes dette var morro — og Gud vet jeg undte ham det; jeg undte dig det og at din far lekte og 10, hvergang han saa dig. Jeg syntes selv det var synd for dig, du vesle livet, at jeg ikke kunde la være med al den graaten. Jeg tænkte mere paa om jeg skulde miste dig og, end jeg glædet mig for jeg hadde dig. Men det vet Gud og jomfru Maria, at jeg elsket dig nok ikke mindre end Lavrans gjorde.» Taarerne randt nedover Ragnfrids kinder, men hen des ansigt var ganske rolig og hendes stemme ogsaa: «Gud vet jeg bar aldrig nag til ham eller til dig for det venskap som var mellem dere. Jeg tænkte, jeg hadde ikke git ham for megen glæde i de aarene vi hadde levet sammen, jeg var glad til han hadde dig. Ogsaa tænkte jeg, at hadde Ivar, min far, været slik mot mig —. Der er mange ting, Kristin, som en mor skulde lært datteren sin at vogte sig for. Jeg tænkte, det trængtes ikke med dig som har fulgt din far i alle disse aarene — du skulde vel vite hvad som er hæderlig og ret. Det du nævnte nys — tror du jeg kunde tænke du skulde ville gjøre Lavrans slik en sorg —. Jeg vilde bare si dig — jeg ønsker det at du maa faa en husbond, som du kan ha kjærlighet til. Men da maa du stelle dig forstandig — ikke la Lavrans faa den tanken at du har valgt dig en ulykkesmand og en som ikke agter kvinders fred eller hæder. For til en slik vil han ikke gi dig — ikke	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	In «ikke jeg elsket dig», first-person «jeg» is the experiencer of Norwegian «elsket», and second-person «dig» is its loved target; negation does not affect membership.
undset-kristin-lavransdatter-e5e791f1a3c0031a	undset-kristin-lavransdatter	no	jeg elsket dig	uen stod med dypt sænket hode. «Den manden,» svarte hun næsten uhørlig, «han vilde ikke ha mig.» Der gik som et ryk gjennem hendes legeme — hun slog ut i luften med knyttet haand. Da la manden varsomt hænderne paa hendes skuldre. «Er det det,» spurte han overvældet, og en dyp og sorgfuld undren brast ut i hans stemme; «— er det det — i alle disse aarene — har du baaret sorg for ham — Ragnfrid?» Hun skalv sterkt, men hun sa intet. «Ragnfrid?» spurte han som før. «Jamen siden da Bjørgulf var død — og siden — da du — da du vilde — jeg skulde være mot dig — saan som jeg ikke kunde. Tænkte du paa den anden da,» hvisket han ræd og forvirret og pint. «Hvordan kan du komme paa slike tanker,» hvisket hun paa graaten. Lavrans satte panden mot hustruens og virret litt med hodet. «Jeg vet ikke. Du er saa underlig _ alt du sa ikveld. Jeg blev ræd, Ragnfrid. Jeg skjønner mig vel ikke paa kvindesind —» Ragnfrid smilte blekt og la sine hænder om hans hals: «Det vet Gud, Lavrans — jeg tigget dig fordi jeg elsket dig mere end det er godt for et menneskes sjæl. Og jeg hådet den anden slik at jeg kjendte djævelen glædet sig ved det.» «Jeg har holdt av dig, hustru min,» sa Lavrans sagte og kysset hende, «av hele mit hjerte. Det vet du? Det syntes mig, vi hadde det godt sammen — Ragnfrid?» «Du var den bedste husbond,» sa hun med et litet hulk, og gjemte sig ind til ham. Han tok heftig om hende: «Inat skulde jeg like at sove med dig, Ragnfrid. Og vilde du være mot mig slik som i gamle dage, da skulde jeg ikke være — slik en nar —» Hustruen stivnet i hans arme, drog sig litt unna: «Det er fastetid nu,» sa hun sagte — underlig haardt. «Det er saa.» Manden lo litt. «Du og jeg, Ragnfrid, vi har holdt alle faster, og fristet at leve efter Guds bud i alle ting. Og nu tykkes mig næsten — vi hadde kanske været gladere om vi hadde hat mere at angre » «Snak ikke slik du,» bad konen fortvilet og klemte sine magre hænder om hans tindinger. «Du vet da vel jeg vil ikke du skal gjøre andet end det du selv synes er re	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Norwegian «jeg elsket dig» explicitly realizes first-person singular experiencer ‘I’ loving second-person target ‘you’; the clause is embedded under «fordi» and past-tense.
