occurrence_id	work	language	match	short_context	ai_decision	confidence	reason_code	review_note
lawrence-women-in-love-7452b75bd2610664	lawrence-women-in-love	en	I love you	“I love you right enough,” he said, grimly. “But I want it to be something else.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lawrence-women-in-love-d46c288f9dbd7f3f	lawrence-women-in-love	en	I love you	“I love you,” he whispered as he kissed her, and trembled with pure hope, like a man who is born again to a wonderful, lively hope far exceeding the bounds of death.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lawrence-women-in-love-d8a42c63c744312b	lawrence-women-in-love	en	I love you	“Yes,—my love, yes,—my love. Let love be enough then. I love you then—I love you. I’m bored by the rest.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lawrence-women-in-love-e27521ab00fc905d	lawrence-women-in-love	en	I love you	“Yes,—my love, yes,—my love. Let love be enough then. I love you then—I love you. I’m bored by the rest.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-08b6aaa1d68df110	rostand-cyrano-de-bergerac	fr	je ne t'aime pas	CHRISTIAN (vivement, la retenant): Non ! je ne t'aime pas !	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-0a51da427771a94e	rostand-cyrano-de-bergerac	fr	je vous aime	ROXANE: Oh ! je vous aime bien. Il faut que je m'en aille. (Elle remet vivement son masque, une dentelle sur son front, et, distraitement): Mais vous ne m'avez pas raconté la bataille De cette nuit. Vraiment ce dut être inouï !. . . --Dites-lui qu'il m'écrive. (Elle lui envoie un petit baiser de la main): Oh ! je vous aime !	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-184f6cc8dd89e851	rostand-cyrano-de-bergerac	fr	Je vous aime	CHRISTIAN (s'assied près d'elle, sur le banc. Un silence): Je vous aime.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-3d105141ed8ae498	rostand-cyrano-de-bergerac	fr	Je ne vous aimais pas	CYRANO: Je ne vous aimais pas.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-49458d4bed0ffdb4	rostand-cyrano-de-bergerac	fr	Je vous aime	ROXANE: Je vous aime, vivez !	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-589cc36e02c370a7	rostand-cyrano-de-bergerac	fr	Je t'aime	CHRISTIAN: Je t'aime tant.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-6931cf776e410423	rostand-cyrano-de-bergerac	fr	Je t'aime	CYRANO: Tous ceux, tous ceux, tous ceux Qui me viendront, je vais vous les jeter, en touffe, Sans les mettre en bouquet: je vous aime, j'étouffe, Je t'aime, je suis fou, je n'en peux plus, c'est trop; Ton nom est dans mon cœur comme dans un grelot, Et comme tout le temps, Roxane, je frissonne, Tout le temps, le grelot s'agite, et le nom sonne ! De toi, je me souviens de tout, j'ai tout aimé: Je sais que l'an dernier, un jour, le douze mai, Pour sortir le matin tu changeas de coiffure ! J'ai tellement pris pour clarté ta chevelure Que, comme lorsqu'on a trop fixé le soleil, On voit sur toute chose ensuite un rond vermeil, Sur tout, quand j'ai quitté les feux dont tu m'inondes, Mon regard ébloui pose des taches blondes !	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-6b1720846605760c	rostand-cyrano-de-bergerac	fr	je vous aime	ROXANE: Oh ! je vous aime bien. Il faut que je m'en aille. (Elle remet vivement son masque, une dentelle sur son front, et, distraitement): Mais vous ne m'avez pas raconté la bataille De cette nuit. Vraiment ce dut être inouï !. . . --Dites-lui qu'il m'écrive. (Elle lui envoie un petit baiser de la main): Oh ! je vous aime !	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-ab357f268a82a563	rostand-cyrano-de-bergerac	fr	je t'aime	ROXANE: Eh bien ! toi-même enfin l'emporte sur toi-même, Et ce n'est plus que pour ton âme que je t'aime !	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-bb94c20d97447268	rostand-cyrano-de-bergerac	fr	Je t'aimais	ROXANE: Et plus tard, mon ami, moins frivole, --Oiseau qui saute avant tout à fait qu'il s'envole,-- Ta beauté m'arrêtant, ton âme m'entraînant, Je t'aimais pour les deux ensemble !. . .	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-be268bd27caedc8a	rostand-cyrano-de-bergerac	fr	Je t'aime	CHRISTIAN: Je t'aime !	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-d0093c1df2afe4a1	rostand-cyrano-de-bergerac	fr	je t'aime	ROXANE: Oui, je tremble, et je pleure, et je t'aime, et suis tienne ! Et tu m'as enivrée !	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-d35e12061a7ccdd4	rostand-cyrano-de-bergerac	fr	Je t'aime	ROXANE: Oh ! mais il ne va pas m'importuner toujours ! (Décachetant la lettre): Je t'aime, et si. . . (A la lueur de la lanterne de Ragueneau, elle lit, à l'écart, à voix basse): Mademoiselle, Les tambours Battent; mon régiment boucle sa soubreveste; Il part; moi, l'on me croit déjà parti: je reste. Je vous désobéis. Je suis dans ce couvent. Je vais venir, et vous le mande auparavant Par un religieux simple comme une chèvre Qui ne peut rien comprendre à ceci. Votre lèvre M'a trop souri tantôt: j'ai voulu la revoir. Éloignez un chacun, et daignez recevoir L'audacieux déjà pardonné, je l'espère, Qui signe votre très. . .et caetera. . . (Au capucin): Mon Père, Voici ce que me dit cette lettre. Écoutez: (Tous se rapprochent, elle lit à haute voix): Mademoiselle, Il faut souscrire aux volontés Du cardinal, si dur que cela vous puisse être. C'est la raison pourquoi j'ai fait choix, pour remettre Ces lignes en vos mains charmantes, d'un très saint, D'un très intelligent et discret capucin; Nous voulons qu'il vous donne, et dans votr	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-dc84af9bdbadb8d1	rostand-cyrano-de-bergerac	fr	Je vous aime	CYRANO (écrivant, à part,--on l'entend murmurer de temps en temps): Je vous aime. . .	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-e1bae2186d39c32e	rostand-cyrano-de-bergerac	fr	je vous aime	CYRANO: Tous ceux, tous ceux, tous ceux Qui me viendront, je vais vous les jeter, en touffe, Sans les mettre en bouquet: je vous aime, j'étouffe, Je t'aime, je suis fou, je n'en peux plus, c'est trop; Ton nom est dans mon cœur comme dans un grelot, Et comme tout le temps, Roxane, je frissonne, Tout le temps, le grelot s'agite, et le nom sonne ! De toi, je me souviens de tout, j'ai tout aimé: Je sais que l'an dernier, un jour, le douze mai, Pour sortir le matin tu changeas de coiffure ! J'ai tellement pris pour clarté ta chevelure Que, comme lorsqu'on a trop fixé le soleil, On voit sur toute chose ensuite un rond vermeil, Sur tout, quand j'ai quitté les feux dont tu m'inondes, Mon regard ébloui pose des taches blondes !	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-e50a17da428ddbd4	rostand-cyrano-de-bergerac	fr	Je t'aime	CHRISTIAN: Je t'aime.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
rostand-cyrano-de-bergerac-eb6592323c6d2ece	rostand-cyrano-de-bergerac	fr	je ne vous aimais pas	CYRANO: Non, non, mon cher amour, je ne vous aimais pas !	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
strindberg-froken-julie-4bc2b12d2c7b993c	strindberg-froken-julie	sv	Jag älskar er	Jag vill - men jag törs inte! Inte här i huset mer! Jag älskar er - utan tvivel - kan ni tveka på det?	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
strindberg-froken-julie-8419355642f733a6	strindberg-froken-julie	sv	jag älskar dig	"Tror ni inte att jag kan se blod! Tror ni att jag är så svag --- åh - jag skulle vilja se ditt blod, din hjärna på en träkubbe - jag skulle vilja se hela ditt kön simma i en sjö som den där --- jag tror jag skulle kunna dricka ur din huvudskål, jag skulle vilja bada mina fötter i din bröstkorg och jag skulle kunna äta ditt hjärta helstekt! -Du tror att jag är svag; du tror att jag älskar dig, därför att min livsfrukt åtrådde ditt frö; du tror att jag vill bära din avföda under mitt hjärta och nära den med mitt blod - föda ditt barn och ta ditt namn -hör du, vad heter du? -jag har aldrig hört ditt tillnamn - du har väl inget kan jag tro. Jag skulle bli fru ""grindstugan"" - eller madam Bobacken - du hund som bär mitt halsband, du dräng som bär mitt bomärke i dina knappar - jag dela med min köksa, rivalisera med min piga - åh! åh! åh! - Du tror att jag är feg och vill fly! Nej, nu stannar jag - och så må åskan gå! Min far kommer hem - finner sin chiffonjé uppbruten - sina pengar borta - så ringer han - på den där klockan - två tag efter betjänten - och så skickar han efter länsman - och så talar jag om allt! Allt! åh det skall bli skönt att få ett slut - bara det ville bli slut - och så får han slag och dör! - så bli vi slut allihop - och så blir det lugn - ro - evig vila - och så krossas vapnet mot likkistan - grevesläkten är slocknad och betjäntätten fortsätter på ett barnh"	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
wharton-age-of-innocence-d2c0499c417029c4	wharton-age-of-innocence	en	I loved you	"""At least I loved you--"" he brought out."	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
wharton-age-of-innocence-d38ef1c6c60778a4	wharton-age-of-innocence	en	I do love you	"He stood silent, beating his stick nervously against his boot-top; and feeling that she had indeed found the right way of closing the discussion, she went on light-heartedly: ""Oh, did I tell you that I showed Ellen my ring? She thinks it the most beautiful setting she ever saw. There's nothing like it in the rue de la Paix, she said. I do love you, Newland, for being so artistic!"""	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
